12/01/2018 03:42,,,
Código,Descrição,Início de Vigência,Fim de Vigência
2812001,ACIDO BORICO (ACIDO ORTOBORICO),01/12/1992,-
2812002,ANIDRIDO BORICO,01/12/1992,-
2813101,ACIDO FLUORIDRICO ANIDRO,01/12/1992,-
2813102,ACIDO FLUORIDRICO EM SOLUCAO,01/12/1992,-
2813103,ACIDO FLUOBORICO,01/12/1992,-
2813104,ACIDO FLUOSSILICICO,01/12/1992,-
2813105,ACIDO HIPOCLOROSO,01/12/1992,-
2813106,ACIDO CLORIDRICO,01/12/1992,-
2813107,ACIDO PERCLORICO,01/12/1992,-
2813108,ACIDO BROMIDRICO,01/12/1992,-
2813109,ACIDO BROMICO,01/12/1992,-
2813110,ACIDO IODIDRICO,01/12/1992,-
2813111,ACIDO IODICO,01/12/1992,-
2813112,ACIDO PERIODICO,01/12/1992,-
2813199,"OS DEMAIS COMPOSTOS DE FLUOR, DE CLORO, DE B",01/12/1992,-
2813201,ACIDO SULFIDRICO,01/12/1992,-
2813202,ACIDOS PERSULFURICOS,01/12/1992,-
2813203,ACIDOS TIONICOS,01/12/1992,-
2813204,ACIDOS SULFAMICO (ACIDO AMINOSSULFONICO ),01/12/1992,-
2813205,ANIDRIDO SULFURICO (TRIOXIDO DE ENXOFRE),01/12/1992,-
2813206,BISSULFETO TRIOXIDO (SESQUIOXIDO DE ENXOFRE),01/12/1992,-
2813207,ANIDRIDO SULFUROSO (DIOXIDO DE ENXOFRE) LIQU,01/12/1992,-
2813208,ANIDRIDO SULFUROSO (DIOXIDO DE ENXOFRE) EM S,01/12/1992,-
2813299,0S DEMAIS COMPOSTOS DE ENXOFRE,01/12/1992,-
2813301,ACIDO SELENIDRICO,01/12/1992,-
2813302,ACIDO SELENIOSO,01/12/1992,-
2813303,ACIDO SELENICO,01/12/1992,-
2813304,ACIDO TELURIDRICO,01/12/1992,-
2813305,ACIDO TELUROSO,01/12/1992,-
2813306,ACIDO TELURICO,01/12/1992,-
2813307,"ANIDRIDO TELUROSO (SOLIDOS, BRANCO)",01/12/1992,-
2813308,"ANIDRIDO TELURICO (SOLIDO, ALARANJADO)",01/12/1992,-
2813399,OS DEMAIS COMPOSTOS DE SELENIO E DE TELURIO,01/12/1992,-
2813401,ACIDO NITRIDICO,01/12/1992,-
2813402,PROTOXIDO DE NITROGENIO (OXIDO NITROSO),01/12/1992,-
2813403,PEROXIDO DE NITROGENIO (NITROXIDO),01/12/1992,-
2813499,OS DEMAIS COMPOSTOS DE NITROGENIO,01/12/1992,-
2813501,ACIDO HIPOFOSFOROSO,01/12/1992,-
2813502,ACIDO FOSFOROSO,01/12/1992,-
2813503,ACIDO HIPOFOSFORICO,01/12/1992,-
2813599,OS DEMAIS COMPOSTOS DE FOSFORO,01/12/1992,-
2813601,"OXIDO (PROTOXIDO, CARBONILO)",01/12/1992,-
2813602,"ANIDRIDO CARBONICO (BIOXIDO DE CARBONO, GAS",01/12/1992,-
2813603,ACIDO CIANIDRICO (ACIDO PRUSSICO),01/12/1992,-
2813604,ACIDO ISOCIANICO,01/12/1992,-
2813605,ACIDO TIOCIANICO,01/12/1992,-
2813606,ACIDO FULMINICO,01/12/1992,-
2813699,OS DEMAIS COMPOSTOS DE CARBONO,01/12/1992,-
2813701,ACIDOS INORGANICOS COMPOSTOS DE SILICIO E AN,01/12/1992,-
2813702,SILICA GEL,01/12/1992,-
2813799,OS DEMAIS COMPOSTOS DE SILICIO,01/12/1992,-
2813901,CLOROACIDOS,01/12/1992,-
2813902,ACIDOS BOROVOLFRAMICOS,01/12/1992,-
2813903,ACIDOS SILICOVOLFRAMICOS,01/12/1992,-
2813904,"ANIDRIDO ARSENIOSO (TRIOXIDO DE ARSENICO, OX",01/12/1992,-
2813905,ANIDRIDO ARSENICO (PENTOXIDO DE ARSENICO),01/12/1992,-
2813906,"ACIDO ARSENICO (META-, ORTO- E PIRO-)",01/12/1992,-
2813999,OS DEMAIS (ACIDOS COMPLEXOS),01/12/1992,-
2814101,CLORETOS E OXICLORETOS DE IODO,01/12/1992,-
2814102,CLORETOS E OXICLORETOS DE ENXOFRE,01/12/1992,-
2814103,CLORETOS E OXICLORETOS DE CARBONO,01/12/1992,-
2814104,CLORETOS E OXICLORETOS DE NITROGENIO,01/12/1992,-
2814105,CLORETOS E OXICLORETOS DE ARSENICO,01/12/1992,-
2814106,CLORETOS E OXICLORETOS DE FOSFORO,01/12/1992,-
2814107,CLORETOS E OXICLORETOS DE SELENIO,01/12/1992,-
2814108,CLORETOS E OXICLORETOS DE SILICIO,01/12/1992,-
2814199,OS DEMAIS CLORETOS E OXICLORETOS METALOIDIC,01/12/1992,-
2814201,FLUORETOS,01/12/1992,-
2814202,BROMETOS,01/12/1992,-
2814203,IODETOS,01/12/1992,-
2814204,OXIHALOGENETOS DIFERENTES DOS OXICLORETOS (O,01/12/1992,-
2814299,OS DEMAIS DERIVADOS HALOGENADOS E OXI-HALOG,01/12/1992,-
2815001,"SULFETO METALOIDICOS, INCLUSIVE O TRISSULFET",01/12/1992,-
2815002,SULFETOS DE ARSENICO,01/12/1992,-
2815003,SULFETOS DE FOSFORO,01/12/1992,-
2815004,SULFETOS DE SILICIO,01/12/1992,-
2815099,"OS DEMAIS SULFATOS METALOIDICOS, INCLUSIVE O",01/12/1992,-
2816001,AMONIACO LIQUEFEITO,01/12/1992,-
2816002,AMONIACO EM SOLUCAO AQUOSA,01/12/1992,-
2817001,HIDROXIDO DE SODIO (SODA CAUSTICA SOLIDA),01/12/1992,-
2817002,HIDROXIDO DE POTASSIO (POTASSA CAUSTICA),01/12/1992,-
2817003,PEROXIDO DE SODIO (BIOXIDO SODICO),01/12/1992,-
2817004,PEROXIDO DE POTASSIO (BIOXIDO POTASSICO),01/12/1992,-
2817005,HIDROXIDO DE SODIO EM SOLUCAO AQUOSA,01/12/1992,-
2818101,HIDROXICO DE MAGNESIO,01/12/1992,-
2818102,PEROXIDO DE MAGNESIO,01/12/1992,-
2818201,"OXIDO (PROTOXIDO, ESTRONCIANA ANIDRA OU CAUS",01/12/1992,-
2818202,HIDROXIDO DE ESTRONCIO,01/12/1992,-
2818203,PEROXIDO (BIOXIDO) DE ESTRONCIO,01/12/1992,-
2818301,"OXIDO (PROTOXIDO, BARITA ANIDRA)",01/12/1992,-
2818302,HIDROXIDO DE BARIO,01/12/1992,-
2818303,"PEROXIDO DE BARIO (BIOXIDO, BARITA OXIGENADA",01/12/1992,-
2819001,OXIDO DE ZINCO (BRANCO DE ZINCO),01/12/1992,-
2819002,PEROXIDO DE ZINCO,01/12/1992,-
2820101,OXIDO DE ALUMINIO (ALUMINIA ANIDRA OU CALCI,01/12/1992,-
2820102,"OXIDOS E HIDROXIDO DE ALUMINIO, INCLUSIVE AL",01/12/1992,-
2820201,CORINDONS ARTIFICIAIS,01/12/1992,-
2821101,ANIDRIDO CROMICO (TRIOXIDO),01/12/1992,-
2821102,"SESQUIOXIDO DE CROMO (OXIDO VERDE, OXIDO III",01/12/1992,-
2821199,OS DEMAIS OXIDOS E HIDROXIDOS DE CROMO,01/12/1992,-
2821201,HIDROXIDOS DE CROMO,01/12/1992,-
2822001,ANIDRO PERMANGANICO,01/12/1992,-
2822002,BIOXIDO DE MANGANES (ANIDRIDO MANGANOSO),01/12/1992,-
2822003,OXIDO MANGANOSO (PROTOXIDO),01/12/1992,-
2822004,OXIDO SALINO,01/12/1992,-
2822005,SESQUIOXIDO (OXIDO MANGANICO),01/12/1992,-
2823101,OXIDO FERRICO ARTIFICIAL,01/12/1992,-
2823102,TERRAS CORANTES A BASE DE OXIDO DE FERRO NAT,01/12/1992,-
2823199,OS DEMAIS OXIDOS DE FERRO,01/12/1992,-
2823201,HIDROXIDO FERROSO,01/12/1992,-
2823202,HIDROXIDO FERRICO (OXIDO PARDO),01/12/1992,-
2824101,OXIDO COBALTOSO ( PROTOXIDO ),01/12/1992,-
2824102,"OXIDO COBALTICO ( OXIDO COBALTO ( III ), SES",01/12/1992,-
2824103,OXIDO SALINO,01/12/1992,-
2824199,OS DEMAIS OXIDOS,01/12/1992,-
2824201,HIDROXIDO COBALTOSO ( HIDRATO DE  PROTOXIDO,01/12/1992,-
2824202,HIDROXIDO COBALTICO ( HIDRATO DE SESQUIOXIDO,01/12/1992,-
2824299,OS DEMAIS HIDROXIDOS,01/12/1992,-
2825001,"BIOXIDO ( OXIDO TITANICO, ANIDRIDO TITANICO",01/12/1992,-
2825099,OS DEMAIS OXIDOS DE TITANIO,01/12/1992,-
2827001,"PROTOXIDO (MASSICOTE, LITARGIRIO)",01/12/1992,-
2827002,OXIDO SALINO DE CHUMBO ( MINIO ),01/12/1992,-
2827003,"BIOXIDO DE CHUMBO (ANIDRIDO PLUMBICO, OXIDO",01/12/1992,-
2828101,HIDRAZIDA E SEUS SAIS INORGANICOS,01/12/1992,-
2828201,HIDROXILAMINA E SEUS SAIS INORGANICOS,01/12/1992,-
2828301,OXIDO E HIDROXIDO DE LITIO,01/12/1992,-
2828302,OXIDO E HIDROXIDO DE CADMIO,01/12/1992,-
2828303,OXIDO E HIDROXIDO DE ANTIMONIO,01/12/1992,-
2828304,OXIDO E HIDROXIDO DE VOLFRAMIO (TUNGSTENIO),01/12/1992,-
2828305,OXIDO E HIDROXIDO DE VANADIO,01/12/1992,-
2828306,OXIDO E HIDROXIDO DE ZIRCONICO,01/12/1992,-
2828307,OXIDO E HIDROXIDO DE COBRE,01/12/1992,-
2828308,OXIDO E HIDROXIDO DE MERCURIO,01/12/1992,-
2828309,OXIDO E HIDROXIDO DE BISMUTO,01/12/1992,-
2828310,"OXIDO ESTANOSO (PROTOXIDO, OXIDO PARDO)",01/12/1992,-
2828311,"OXIDO ESTANICO (ANIDRIDO ESTANICO, BIOXIDO)",01/12/1992,-
2828399,OS DEMAIS OXIDOS E HIDROXIDOS,01/12/1992,-
2828401,PEROXIDOS,01/12/1992,-
2829101,FLUORETO DE AMONIO,01/12/1992,-
2829102,FLUORETOS DE CALCIO,01/12/1992,-
2829103,FLUORETO DE LITIO,01/12/1992,-
2829104,FLUORETO DE SODIO,01/12/1992,-
2829105,FLUORETO DE ALUMINIO,01/12/1992,-
2829106,FLUORETOS DE BARIO,01/12/1992,-
2829199,OS DEMAIS FLUORETOS,01/12/1992,-
2829201,FLUORSILICATO DE SODIO,01/12/1992,-
2829202,FLUORSILICATO DE CALCIO,01/12/1992,-
2829203,FLUORSILICATO DE BARIO,01/12/1992,-
2829204,FLUORSILICATO DE ZINCO,01/12/1992,-
2829205,FLUORSILICATO DE COBRE,01/12/1992,-
2829299,OS DEMAIS FLUORSILICATOS,01/12/1992,-
2829901,FLUORBORATOS,01/12/1992,-
2829902,FLUORFOSFATOS,01/12/1992,-
2829903,FLUORSULFATOS,01/12/1992,-
2829904,FLUORTANTALATOS,01/12/1992,-
2829905,FLUORALUMINATO DE SODIO (CRIOLITA ARTIFICIAL,01/12/1992,-
2829906,FLUORETO DE AMONIO E SODIO,01/12/1992,-
2829999,OS DEMAIS FLUORSAIS,01/12/1992,-
2830101,CLORETO DE AMONIO,01/12/1992,-
2830102,CLORETO DE CESIO,01/12/1992,-
2830103,CLORETO DE CALCIO,01/12/1992,-
2830104,CLORETO DE BARIO,01/12/1992,-
2830105,CLORETO DE MAGNESIO,01/12/1992,-
2830106,CLORETO DE ZINCO,01/12/1992,-
2830107,CLORETO DE ANTIMONIO,01/12/1992,-
2830108,CLORETO DE ALUMINIO,01/12/1992,-
2830109,CLORETO DE CROMO,01/12/1992,-
2830110,CLORETO DE MANGANES,01/12/1992,-
2830111,CLORETO DE FERRO,01/12/1992,-
2830112,CLORETO DE COBALTO,01/12/1992,-
2830113,CLORETO DE NIQUEL,01/12/1992,-
2830114,CLORETO DE TITANIO,01/12/1992,-
2830115,CLORETO DE ESTANHO,01/12/1992,-
2830116,CLORETO DE COBRE,01/12/1992,-
2830117,CLORETO DE MERCURIO,01/12/1992,-
2830118,CLORETO DE BISMUTO,01/12/1992,-
2830199,OS DEMAIS CLORETOS,01/12/1992,-
2830201,OXICLORETO  DE MAGNESIO,01/12/1992,-
2830202,OXICLORETO DE ANTIMONIO,01/12/1992,-
2830203,OXICLORETO DE CROMO,01/12/1992,-
2830204,OXICLORETO DE ESTANHO,01/12/1992,-
2830205,OXICLORETO E HIDROXICLORETOS DE COBRE,01/12/1992,-
2830206,OXICLORETO DE ANTIMONIO,01/12/1992,-
2830207,OXICLORETO DE BISMUTO,01/12/1992,-
2830299,OS DEMAIS OXICLORETOS,01/12/1992,-
2830301,BROMETO E OXIBROMETO DE AMONIO,01/12/1992,-
2830302,BROMETO E OXIBROMETO DE SODIO,01/12/1992,-
2830303,BROMETO E OXIBROMETO DE POTASSIO,01/12/1992,-
2830304,BROMETO E OXIBROMETO DE CALCIO,01/12/1992,-
2830305,BROMETO E OXIBROMETO DE COBRE,01/12/1992,-
2830399,OS DEMAIS BROMETOS E OXIBROMETOS,01/12/1992,-
2830401,IODETO E OXIIODETO DE AMONIO,01/12/1992,-
2830402,IODETO E OXIIODETO DE SODIO,01/12/1992,-
2830403,IODETO E OXIIODETO DE POTASSIO,01/12/1992,-
2830404,IODETO E OXIIODETO DE CALCIO,01/12/1992,-
2830405,IODETO E OXIIODETO DE ANTIMONIO,01/12/1992,-
2830406,IODETO E OXIIODETO DE COBRE,01/12/1992,-
2830407,IODETO E OXIIODETO DE MERCURIO,01/12/1992,-
2830408,IODETO E OXIIODETO DE CHUMBO,01/12/1992,-
2830499,OS DEMAIS IODETOS E OXIIODETOS,01/12/1992,-
2831101,HIPOCLORITO DE SODIO,01/12/1992,-
2831102,HIPOCLORITO DE POTASSIO,01/12/1992,-
2831103,"HIPOCLORITO DE CALCIO, INCLUSIVE O DO COMERC",01/12/1992,-
2831104,HIPOCLORITO DE MAGNESIO,01/12/1992,-
2831199,OS DEMAIS HIPOCLORITOS,01/12/1992,-
2831201,CLORITO DE SODIO,01/12/1992,-
2831202,CLORITO DE ALUMINIO,01/12/1992,-
2831299,OS DEMAIS CLORITOS,01/12/1992,-
2831301,HIPOBROMITO DE POTASSIO,01/12/1992,-
2831399,OS DEMAIS HIPOBROMITOS,01/12/1992,-
2832101,CLORATO DE SODIO,01/12/1992,-
2832102,CLORATO DE POTASSIO,01/12/1992,-
2832103,CLORATO DE BARIO,01/12/1992,-
2832199,OS DEMAIS CLORATOS,01/12/1992,-
2832201,PERCLORATO DE AMONIO,01/12/1992,-
2832202,PERCLORATO DE SODIO,01/12/1992,-
2832203,PERCLORATO DE POTASSIO,01/12/1992,-
2832299,OS DEMAIS PERCLORATOS,01/12/1992,-
2832301,BROMATO E PERBROMATO DE SODIO,01/12/1992,-
2832302,BROMATO E PERBROMATO DE POTASSIO,01/12/1992,-
2832399,OS DEMAIS BROMATOS E PERBROMATOS,01/12/1992,-
2832401,IODATO E PERIODATO DE SODIO,01/12/1992,-
2832402,IODATO E PERIODATO DE POTASSIO,01/12/1992,-
2832403,IODATO E PERIODATO DE BARIO,01/12/1992,-
2832499,OS DEMAIS IODATOS E PERIODATOS,01/12/1992,-
2835101,SULFETO DE AMONIO,01/12/1992,-
2835102,SULFETO DE SODIO,01/12/1992,-
2835103,SULFETO DE POTASSIO,01/12/1992,-
2835104,SULFETO DE BARIO,01/12/1992,-
2835105,SULFETO DE CADMIO,01/12/1992,-
2835106,SULFETO DE ANTIMONIO,01/12/1992,-
2835107,SULFETO DE FERRO,01/12/1992,-
2835108,SULFETO DE ESTANHO,01/12/1992,-
2835109,SULFETO DE COBRE,01/12/1992,-
2835110,SULFETO DE MERCURIO,01/12/1992,-
2835199,OS DEMAIS SUFETOS,01/12/1992,-
2835201,POLISSULFETO DE SODIO,01/12/1992,-
2835202,POLISSULFETO DE POTASSIO,01/12/1992,-
2835203,POLISSULFETO DE AMONIO,01/12/1992,-
2835204,POLISSULFETOS DE CALCIO,01/12/1992,-
2835299,OS DEMAIS POLISSULFETOS,01/12/1992,-
2836101,HIDROSSULFITO DE SODIO,01/12/1992,-
2836102,HIDROSSULFITO DE ZINCO,01/12/1992,-
2836199,OS DEMAIS HIDROSSULFITOS,01/12/1992,-
2836201,HIDROSSULFITOS ESTABILIZADOS POR MATERIAS OR,01/12/1992,-
2836299,OS DEMAIS HIDROSSULFITOS ESTABILIZADOS POR M,01/12/1992,-
2836301,SULFOXILATOS DE SODIO,01/12/1992,-
2836302,SULFOXILATOS DE ZINCO,01/12/1992,-
2836399,OS DEMAIS SULFOXILATOS,01/12/1992,-
2837101,SULFITO DE AMONIO,01/12/1992,-
2837102,SULFITOS DE SODIO,01/12/1992,-
2837103,SULFITO DE POTASSIO,01/12/1992,-
2837104,SULFITO DE CALCIO,01/12/1992,-
2837199,OS DEMAIS SULFITOS,01/12/1992,-
2837201,HIPOSSILFITO DE AMINIO,01/12/1992,-
2837202,HIPOSSULFITO DE SODIO,01/12/1992,-
2837203,HIPOSSULFITO DE POTASSIO,01/12/1992,-
2837204,HIPOSSULFITO DE CALCIO,01/12/1992,-
2837299,OS DEMAIS HIPOSSULFITO,01/12/1992,-
2838101,SULFATO DE SODIO (INCLUSIVE O PIROSSULFATO),01/12/1992,-
2838102,SULFATO DE POTASSIO,01/12/1992,-
2838103,SULFATO DE BARIO,01/12/1992,-
2838104,SULFATO DE MAGNESIO,01/12/1992,-
2838105,SULFATO DE ZINCO,01/12/1992,-
2838106,SULFATO DE ALUMINIO,01/12/1992,-
2838107,SULFATO DE CROMO,01/12/1992,-
2838108,SULFATO DE FERRO,01/12/1992,-
2838109,SULFATO DE NIQUEL,01/12/1992,-
2838110,SULFATO DE COBRE,01/12/1992,-
2838111,SULFATO DE MERCURIO,01/12/1992,-
2838112,SULFATO DE CHUMBO,01/12/1992,-
2838199,OS DEMAIS SULFATOS,01/12/1992,-
2838201,ALUMENS DE ALUMINIO,01/12/1992,-
2838202,ALUMENS DE CROMO,01/12/1992,-
2838299,OS DEMAIS ALUMENS,01/12/1992,-
2838301,PERSULFATO DE AMONIO,01/12/1992,-
2838302,PERSULFATO DE SODIO,01/12/1992,-
2838303,PERSULFATO DE POTASSIO,01/12/1992,-
2838399,OS DEMAIS PERSULFATOS,01/12/1992,-
2839101,NITRITO DE SODIO,01/12/1992,-
2839102,NITRITO DE POTASSIO,01/12/1992,-
2839103,NITRITO DE BARIO,01/12/1992,-
2839199,OS DEMAIS NITRITOS,01/12/1992,-
2839201,"NITRATO DE SODIO, COM MAIS DE 16,3 % DE NITR",01/12/1992,-
2839202,NITRATO DE POTASSIO,01/12/1992,-
2839203,NITRATO DE BARIO,01/12/1992,-
2839204,"NITRATO DE CALCIO, COM MAIS DE 16 % DE NITRO",01/12/1992,-
2839205,SUBNITRATO DE BISMUTO,01/12/1992,-
2839299,OS DEMAIS NITRATOS,01/12/1992,-
2840101,FOSFITOS DE AMONIO,01/12/1992,-
2840102,FOSFITO DE SODIO,01/12/1992,-
2840103,FOSFITOS DE POTASSIO,01/12/1992,-
2840104,FOSFITOS DE CALCIO,01/12/1992,-
2840199,OS DEMAIS FOSFITOS,01/12/1992,-
2840201,HIPOFOSFITO DE AMONIO,01/12/1992,-
2840202,HIPOFOSFITO DE SODIO,01/12/1992,-
2840203,HIPOFOSFITO DE POTASSIO,01/12/1992,-
2840204,HIPOFOSFITO DE CALCIO,01/12/1992,-
2840299,OS DEMAIS HIPOFOSFITOS,01/12/1992,-
2840301,FOSFATO TRIAMONICO,01/12/1992,-
2840302,FOSFATO DE SODIO,01/12/1992,-
2840303,PIROSFOSFATO TETRASSODICO (NEUTRO),01/12/1992,-
2840304,FOSFATO ACIDO DE SODIO,01/12/1992,-
2840305,TRIPOLIFOSFATO DE SODIO,01/12/1992,-
2840306,FOSFATO DE POTASSIO,01/12/1992,-
2840307,"FOSFATOS DE CALCIO, INCLUSIVE O BICALCIO, CO",01/12/1992,-
2840399,OS DEMAIS FOSFATOS,01/12/1992,-
2842101,CARBONATO DE SODIO NEUTRO (SAL DE SOLVAY),01/12/1992,-
2842102,"CARBONATO DE SODIO, ACIDO (BICARBONATO DE SO",01/12/1992,-
2842103,"CARBONATOS DE AMONIO, INCLUISIVE O COMERCIAL",01/12/1992,-
2842104,CARBONATO DE CALCIO PRECIPITADO,01/12/1992,-
2842105,CARBONATO DE MAGNESIO PRECIPITADO,01/12/1992,-
2842106,CARBONATO DE COBRE,01/12/1992,-
2842107,CARBONATO DE CHUMBO,01/12/1992,-
2842108,CARBONATO DE BISMUTO,01/12/1992,-
2842199,OS DEMAIS CARBONATOS,01/12/1992,-
2842201,PERCARBONATO DE SODIO,01/12/1992,-
2842299,OS DEMAIS PERCARBONATO,01/12/1992,-
2843101,"CIANETO SIMPLE (PRUSSIATO), DE SODIO",01/12/1992,-
2843102,CIANETOS SIMPLES E COMPLEXOS,01/12/1992,-
2843103,"CIANETO (PRUSSIATO), DE CALCIO",01/12/1992,-
2843104,"CIANETO (PRUSSIATO), DE ZINCO",01/12/1992,-
2843105,"CIANETO (PRUSSIATO), DE NIQUEL",01/12/1992,-
2843106,CIANETOS SIMPLES E COMPLEXOS,01/12/1992,-
2843107,"CIANETO (PRUSSIATO), DE MERCURIO",01/12/1992,-
2843199,OS DEMAIS CIANETOS (PRUSSIATOS),01/12/1992,-
2843201,FERROCIANETO E FERRICIANETO DE AMONIO,01/12/1992,-
2843202,FERROCIANETO E FERRICIANETO DE SODIO,01/12/1992,-
2843203,FERROCIANETO E FERRICIANETO DE POTASSIO,01/12/1992,-
2843204,FERROCIANETO E FERROCIANETO E FERRICIANETO,01/12/1992,-
2843205,FERROCIANETO E FERRICIANETO DE COBRE,01/12/1992,-
2843299,OS DEMAIS FERROCIANETOS E FERRICIANETOS,01/12/1992,-
2843901,COBALTOCIANETOS,01/12/1992,-
2843902,NITROFERROCIANETOS E NITROFERRICIANETOS,01/12/1992,-
2843999,OS DEMAIS CIANETOS COMPLEXOS,01/12/1992,-
2844001,FULMINATOS,01/12/1992,-
2844002,CIANATOS,01/12/1992,-
2844003,"TIOCIANATOS (SULFOCIANETOS, SULFOCIANATOS)",01/12/1992,-
2845001,SILICATO DE SODIO,01/12/1992,-
2845002,SILICATO DE POTASSIO,01/12/1992,-
2845003,SILICATO DE CALCIO PRECIPITADO,01/12/1992,-
2845004,SILICATO DE BARIO,01/12/1992,-
2845005,SILICATO DE MANGANES,01/12/1992,-
2845006,SILICATO DE ALUMINIO,01/12/1992,-
2845007,SILICATO DE CHUMBO,01/12/1992,-
2845099,OS DEMAIS SILICATOS,01/12/1992,-
2846101,BORATO DE AMONIO,01/12/1992,-
2846102,BORATO DE SODIO,01/12/1992,-
2846103,BORATO DE CALCIO PRECIPITADO,01/12/1992,-
2846104,BORATO DE MANGANES,01/12/1992,-
2846105,BORATO DE NIQUEL,01/12/1992,-
2846106,BORATO DE COBRE,01/12/1992,-
2846199,OS DEMAIS BORATOS,01/12/1992,-
2846201,PERBORATO DE SODIO,01/12/1992,-
2846202,PERBORATO DE POTASSIO,01/12/1992,-
2846203,PERBORATO DE MAGNESIO,01/12/1992,-
2846299,OS DEMAIS PERBORATOS,01/12/1992,-
2847101,ALUMINATO DE SODIO,01/12/1992,-
2847199,OS DEMAIS ALUMINATOS,01/12/1992,-
2847201,CROMATO E BICROMATO DE SODIO,01/12/1992,-
2847202,CROMATO E BICROMATO DE ZINCO,01/12/1992,-
2847299,OS DEMAIS CROMATOS E BICROMATOS,01/12/1992,-
2847301,ESTANHO DE SODIO,01/12/1992,-
2847399,OS DEMAIS ESTANATOS,01/12/1992,-
2847901,MANGANATOS E PERMANGANATOS,01/12/1992,-
2847902,MOLIBDATOS,01/12/1992,-
2847903,PLUMBATOS,01/12/1992,-
2847904,VANADOS,01/12/1992,-
2847905,VOLFRAMATOS,01/12/1992,-
2847906,ANTIMONIATOS,01/12/1992,-
2847999,OS DEMAIS SAIS DOS ACIDOS DE OXIDOS METALICO,01/12/1992,-
2848101,SAL SIMPLES OU COMPLEXO DO ACIDO DE SELENIO,01/12/1992,-
2848102,SAL SIMPLES OU COMPLEXO DO ACIDO DE TELURIO,01/12/1992,-
2848201,"CLORETO DUPLO OU COMPLEXO ( SAIS DE CLORO ),",01/12/1992,-
2848202,"CLORETO DUPLO OU COMPLEXO ( SAIS DE CLORO ),",01/12/1992,-
2848203,CLORETOS DUPLOS OU COMPLEXOS (SAIS DE CLORO),01/12/1992,-
2848204,"CLORETO DUPLO OU COMPLEXO ( SAIS DE CLORO ),",01/12/1992,-
2848205,"CLORETO DUPLO OU COMPLEXO ( SAIS DE CLORO ),",01/12/1992,-
2848206,"CLORETO DUPLO OU COMPLEXO ( SAIS DE CLORO ),",01/12/1992,-
2848207,"CLORETO DUPLO OU COMPLEXO ( SAIS DE CLORO ),",01/12/1992,-
2848299,OS DEMAIS CLORETOS DUPLOS OU COMPLEXOS ( SAI,01/12/1992,-
2848301,"IODETO DUPLO OU COMPLEXO ( SAIS DE IODO ), D",01/12/1992,-
2848399,OS DEMAIS IODETOS DUPLOS OU COMPLEXOS ( SAIS,01/12/1992,-
2848401,"SULFATO DUPLO OU COMPLEXO ( TIO-SAIS ), DE S",01/12/1992,-
2848402,"SULFATO DUPLO OU COMPLEXO ( TIO-SAIS ), DE M",01/12/1992,-
2848403,"SULFATO DUPLO OU COMPLEXO ( TIO-SAIS ), DE M",01/12/1992,-
2848404,"SULFATO DUPLO OU COMPLEXO ( TIO-SAIS ), DE N",01/12/1992,-
2848405,"SULFATO DUPLO OU COMPLEXO ( TIO-SAIS ), DE",01/12/1992,-
2848406,"SULFATO DUPLO OU COMPLEXO ( TIO-SAIS ), DE",01/12/1992,-
2848499,OS DEMAIS SULFATOS DUPLOS OU COMPLEXOS ( TIO,01/12/1992,-
2848501,FOSFATO DUPLO OU COMPLEXO ( SAIS DE FOSFORO,01/12/1992,-
2848502,FOSFOSILICATOS,01/12/1992,-
2848599,OS DEMAIS FOSFATOS DUPLOS OU COMPLEXOS (SAIS,01/12/1992,-
2848601,ALUMINIO-SILICATOS,01/12/1992,-
2848699,OS DEMAIS SILICATOS DUPLOS OU COMPLEXOS,01/12/1992,-
2848701,ARSENITO DE SODIO,01/12/1992,-
2848702,ARSENITO DE CALCIO,01/12/1992,-
2848703,ARSENITO DE COBRE,01/12/1992,-
2848704,ARSENITO DE CHUMBO,01/12/1992,-
2848799,OS DEMAIS ARSENITOS,01/12/1992,-
2848801,ARSENIATO DE POTASSIO,01/12/1992,-
2848802,ARSENIATO DE CALCIO,01/12/1992,-
2848803,ARSENIATO DE COBRE,01/12/1992,-
2848804,ARSENIATO DE MERCURIO,01/12/1992,-
2848805,ARSENIATO DE CHUMBO,01/12/1992,-
2848901,BOROVOLFRAMATOS,01/12/1992,-
2848999,OS DEMAIS SAIS E PERSAIS DOS ACIDOS INORGANI,01/12/1992,-
2849101,PRATA COLOIDAL,01/12/1992,-
2849102,OURO COLOIDAL,01/12/1992,-
2849103,PLATINA E DO GRUPO DA PLATINA,01/12/1992,-
2849201,AMALGAMAS DE PRATA,01/12/1992,-
2849202,AMALGAMAS DE OURO,01/12/1992,-
2849203,AMALGAMAS DE PLATINA E DO GRUPO DE PLATINA,01/12/1992,-
2849301,SAIS E DEMAIS COMPOSTOS INORGANICOS OU ORGAN,01/12/1992,-
2849302,SAIS E DEMAIS COMPOSTOS INORGANICOS E ORGANI,01/12/1992,-
2849303,SAIS E DEMAIS COMPOSTOS INORGANICOS E ORGANI,01/12/1992,-
2850101,ACTINIO,01/12/1992,-
2850102,AMERICIO,01/12/1992,-
2850103,ASTATINIO,01/12/1992,-
2850104,BERGUELIO,01/12/1992,-
2850105,CALIFORNIO,01/12/1992,-
2850106,CURIO,01/12/1992,-
2850107,FRANCIO,01/12/1992,-
2850108,NETUNIO,01/12/1992,-
