12/01/2018 03:42,,,
Código,Descrição,Início de Vigência,Fim de Vigência
7335003,MOLAS EM ESPIRAL PLANAS,01/12/1992,-
7335099,"AS DEMAIS MOLAS E FOLHAS PARA MOLAS, DE FERR",01/12/1992,-
7336101,FOGOES DE COZINHA,01/12/1992,-
7336102,OUTROS APARELHOS DE COCCAO E OS APARELHOS PA,01/12/1992,-
7336199,"OS DEMAIS APARELHOS SEMELHANTES, NAO ELETRIC",01/12/1992,-
7336801,PARTES E PECAS SEPARADAS PARA FOGOES,01/12/1992,-
7336899,"AS DEMAIS PARTES E PECAS PARA AQUECEDORES, F",01/12/1992,-
7337101,CALDEIRAS,01/12/1992,-
7337102,RADIADORES,01/12/1992,-
7337103,GERADORES E DISTRIBUIDORES DE AR QUENTE,01/12/1992,-
7337801,PARTES PARA CALDEIRAS,01/12/1992,-
7337899,"AS DEMAIS PARTES PARA RADIOADORES, GERADORES",01/12/1992,-
7338101,"ARTIGOS DE COZINHA, DE FERRO FUNDIDO, DE FER",01/12/1992,-
7338199,"OS DEMAIS ARTIGOS DE USO DOMESTICO, DE FERRO",01/12/1992,-
7338201,"BANHEIRAS DE FERRO FUNDIDO, FERRO OU ACO",01/12/1992,-
7338202,"PIAS DE FERRO FUNDIDO, FERRO OU ACO",01/12/1992,-
7338299,"OS DEMAIS ARTIGOS DE HIGIENE, DE FERRO FUNDI",01/12/1992,-
7338301,LA DE FERRO OU DE ACO,01/12/1992,-
7338399,"AS DEMAIS ESPONJAS, ESFREGOES, LUVAS E ARTIG",01/12/1992,-
7338801,PARTES PARA ARTIGOS DE USO DOMESTICO,01/12/1992,-
7338802,PARTES PARA ARTIGOS DE HIGIENE,01/12/1992,-
7340101,BOLAS E BARRAS PARA MOINHOS,01/12/1992,-
7340199,"AS DEMAIS PECAS DE FERRO FUNDIDO, EM ESTADO",01/12/1992,-
7340201,BOLAS E BARRAS PARA MOINHOS,01/12/1992,-
7340299,"AS DEMAIS PECAS COLADAS OU MOLDADAS DE ACO,",01/12/1992,-
7340301,BOLAS E BARRAS PARA MOINHOS,01/12/1992,-
7340399,AS DEMAIS MANUFATURAS DE FERRO OU ACO FORJAD,01/12/1992,-
7340901,CRIVOS (PENEIRAS) DESTINADOS A SEREM MONTADO,01/12/1992,-
7340999,AS DEMAIS OUTRAS MANUFATURAS DE FERRO FUNDID,01/12/1992,-
7401101,MATES DE COBRE,01/12/1992,-
7401102,COBRE DE CIMENTACAO (PRECIPITADO DE COBRE),01/12/1992,-
7401201,"COBRE ""BLISTER"", NAO REFINADO",01/12/1992,-
7401202,"COBRE NEGRO, NAO REFINADO",01/12/1992,-
7401301,"COBRE REFINADO ELETROLITICO, EM TODAS SUAS F",01/12/1992,-
7401302,"COBRE REFINADO A FOGO, EM TODAS SUAS FORMAS",01/12/1992,-
7401303,"COBRE REFINADO  EM ""WIRE BARS""",01/12/1992,-
7401304,COBRE REFINADO EM GRANALHAS,01/12/1992,-
7401401,LIGAS DE COBRE,01/12/1992,-
7401901,DESPERDICIOS E SUCATA DE COBRE,01/12/1992,-
7402001,COBRE-BORO,01/12/1992,-
7402002,COBRE-MOLIBDENIO,01/12/1992,-
7402003,COBRE-VANADIO,01/12/1992,-
7402004,COBRE-TITANIO,01/12/1992,-
7402005,COBRE-FOSFORO CUJO TEOR DE FOSFORO NAO EXCED,01/12/1992,-
7402006,COBRE-FERRO,01/12/1992,-
7402099,OS DEMAIS CUPRO-LIGAS,01/12/1992,-
7403101,BARRAS DE COBRE CUJA MAIOR DIMENSAO DA SECAO,01/12/1992,-
7403102,BARRAS DE COBRE CUJA MAIOR DIMENSAO DA SECAO,01/12/1992,-
7403199,AS DEMAIS BARRAS DE COBRE,01/12/1992,-
7403201,PERFILADOS DE COBRE,01/12/1992,-
7403301,FIOS DE COBRE,01/12/1992,-
7404101,"CHAPAS, PRANCHAS, FOLHAS E TIRAS  DE  COBRE",01/12/1992,-
7404102,"CHAPAS, PRANCHAS, FOLHAS E TIRAS  DE  COBRE",01/12/1992,-
7404103,"CHAPAS, PRANCHAS, FOLHAS E TIRAS  DE  COBRE",01/12/1992,-
7404901,"OUTRAS CHAPAS, PRANCHAS, FOLHAS E TIRAS DE C",01/12/1992,-
7404902,"OUTRAS CHAPAS, PRANCHAS, FOLHAS E TIRAS DE C",01/12/1992,-
7404903,"OUTRAS CHAPAS, PRANCHAS, FOLHAS E TIRAS DE C",01/12/1992,-
7405001,FOLHAS E TIRAS DELGADAS DE COBRE  (MESMO GOF,01/12/1992,-
7406001,BRONZE EM PO,01/12/1992,-
7406099,OS DEMAIS POS E PARTICULAS DE COBRE,01/12/1992,-
7407001,TUBOS (INCLUSIVE SEUS ESBOCOS) E BARRA OCAS,01/12/1992,-
7407099,OS DEMAIS TUBOS (INCLUSIVE SEUS ESBOCOS) E B,01/12/1992,-
7408001,"ACESSORIOS (""FITTINGS"") PARA TUBOS, DE COBRE",01/12/1992,-
7410001,"CABOS DE FIOS DE COBRE, COM DIAMETRO ATE 10",01/12/1992,-
7410099,"AS DEMAIS CORDAS, TRANCADOS E SEMELHANTES, D",01/12/1992,-
7411001,TELAS CONTINUAS OU SEM FIM PARA MAQUINAS,01/12/1992,-
7411002,"CHAPAS OU TIRAS ESTIRADAS, DE COBRE",01/12/1992,-
7411099,AS DEMAIS TELAS METALICAS E REDES DE FIOS DE,01/12/1992,-
7415101,"PONTAS, PREGOS, ESCAPULAS PONTIAGUDAS, GANCH",01/12/1992,-
7415199,"OS DEMAIS PREGOS, PONTAS, ESCAPULAS PONTIAGU",01/12/1992,-
7415201,REBITES DE COBRE,01/12/1992,-
7415299,OS DEMAIS PARAFUSOS E PORCAS  (COM OU SEM RO,01/12/1992,-
7416001,"MOLA HELICOIDAL, DE COBRE",01/12/1992,-
7416099,AS DEMAIS MOLAS DE COBRE,01/12/1992,-
7417101,APARELHOS NAO ELETRICOS DE COCCAO E DE AQUEC,01/12/1992,-
7417801,PARTES E PECAS DE APARELHOS NAO ELETRICOS DE,01/12/1992,-
7418101,"ARTIGOS DE COZINHA, DE COBRE",01/12/1992,-
7418199,"OS DEMAIS ARTIGOS DE USO DOMESTICO, DE COBRE",01/12/1992,-
7418201,BANHEIRAS DE COBRE,01/12/1992,-
7418202,PIAS DE COBRE,01/12/1992,-
7418299,"OS DEMAIS ARTIGOS DE HIGIENE, DE COBRE",01/12/1992,-
7418801,PARTES PARA ARTIGOS DE USO DOMESTICO,01/12/1992,-
7418802,PARTES PARA ARTIGOS DE HIGIENE,01/12/1992,-
7419001,"GANCHOS PARA SEGURAR O CABELO, RICADORES E S",01/12/1992,-
7419002,"RESERVATORIOS, CISTERNAS, CUBAS E OUTROS REC",01/12/1992,-
7419003,"CORRENTES, CADEIAS E SUAS PARTES COMPONENTES",01/12/1992,-
7419004,"DISCOS E DISCOS VIRGENS PARA CUNHAR, DE COBR",01/12/1992,-
7419099,AS DEMAIS OUTRAS MANUFATURAS DE COBRE,01/12/1992,-
7501001,"MATTES, ""SPEISS"" E OUTROS PRODUTOS INTERMEDI",01/12/1992,-
7501002,NIQUEL EM BRUTO,01/12/1992,-
7501003,DESPERDICIOS E SUCATA DE NIQUEL,01/12/1992,-
7502101,BARRAS DE NIQUEL,01/12/1992,-
7502201,PERFILADOS DE NIQUEL,01/12/1992,-
7502301,"FIOS DE ""NICRON"" OU ""NIQUELITA""",01/12/1992,-
7502399,OS DEMAIS FIOS DE NIQUEL,01/12/1992,-
7503001,"CHAPAS, PRANCHAS, FOLHAS E TIRAS OU FITAS DE",01/12/1992,-
7503002,PO E PARTICULAS DE NIQUEL,01/12/1992,-
7504001,TUBOS E BARRAS OCAS DE NIQUEL,01/12/1992,-
7504002,"ACESSORIOS PARA TUBOS (UNIOES, COTOVELOS, JU",01/12/1992,-
7505001,"ANODOS PARA NIQUELAGEM, INCLUSIVE OS OBTIDOS",01/12/1992,-
7506001,OUTRAS MANUFATURAS DE NIQUEL,01/12/1992,-
7601001,ALUMINIO EM BRUTO,01/12/1992,-
7601002,DESPERDICIOS E SUCATA DE ALUMINIO,01/12/1992,-
7602001,BARRAS DE ALUMINIO,01/12/1992,-
7602002,PERFILADOS DE ALUMINIO,01/12/1992,-
7602003,FIOS DE ALUMINIO,01/12/1992,-
7603001,"CHAPAS, PRANCHAS, FOLHAS E TIRAS DE DURALUMI",01/12/1992,-
7603099,"AS DEMAIS CHAPAS, PRANCHAS, FOLHAS E TIRAS,",01/12/1992,-
7604001,FOLHAS E TIRAS DELGADAS DE ALUMINIO  (MESMO,01/12/1992,-
7605001,PO E PARTICULAS DE ALUMINIO,01/12/1992,-
7606001,TUBOS (INCLUSIVE SEUS ESBOCOS) E BARRAS OCAS,01/12/1992,-
7607001,"ACESSORIOS (""FITTINGS"") PARA TUBOS  DE  ALUM",01/12/1992,-
7608001,"CHAPAS, BARRAS, PERFIS, TUBOS E SEMELHANTES,",01/12/1992,-
7608099,"AS DEMAIS ESTRUTURA E SUAS PARTES (HANGARES,",01/12/1992,-
7609001,"RESERVATORIOS, CISTERNAS, CUBAS E OUTROS REC",01/12/1992,-
7610001,TAMBORES DE ALUMINIO,01/12/1992,-
7610099,"OS DEMAIS BARRIS, TONEIS, CAIXAS E OUTROS RE",01/12/1992,-
7611001,RECIPIENTES DE ALUMINIOO PARA GASES COMPRIMI,01/12/1992,-
7612001,CABOS DE FIO DE ALUMINIO,01/12/1992,-
7612099,"AS DEMAIS CORDAS, TRANCAS E SEMELHANTES, DE",01/12/1992,-
7615101,"ARTIGOS DE COZINHA, DE ALUMINIO",01/12/1992,-
7615199,"OS DEMAIS ARTIGOS DE USO DOMESTICO, DE ALUMI",01/12/1992,-
7615201,BANHEIRAS DE ALUMINIO,01/12/1992,-
7615202,PIAS DE ALUMINIO,01/12/1992,-
7615299,"OS DEMAIS ARTIGOS DE HIGIENE, DE ALUMINIO",01/12/1992,-
7615801,"PARTES PARA ARTIGOS DE USO DOMESTICO, DE ALU",01/12/1992,-
7615802,"PARTES PARA ARTIGOS DE HIGIENE, DE ALUMINIO",01/12/1992,-
7616101,"TELAS METALICAS E REDES, DE FIOS DE ALUMINIO",01/12/1992,-
7616102,"CHAPAS OU TIRAS ESTENDIDAS, DE ALUMINIO",01/12/1992,-
7616901,"CORRENTES, CADEIAS E SUAS PARTES, DE ALUMINI",01/12/1992,-
7616902,"PREGOS, PARAFUSOS E PORCAS DE ALUMINIO",01/12/1992,-
7616903,"DISCOS E DISCOS VIRGENS PARA CUNHAR, DE ALUM",01/12/1992,-
7616999,AS DEMAIS OUTRAS MANUFATURAS DE ALUMINIO,01/12/1992,-
7701001,MAGNESIO EM BRUTO,01/12/1992,-
7701002,DESPERDICIOS E SUCATA DE MAGNESIO,01/12/1992,-
7702001,BARRAS E PERFILADOS DE MAGNESIO,01/12/1992,-
7702002,FIOS DE MAGNESIO,01/12/1992,-
7702003,"CHAPAS, FOLHAS, TIRAS DE MAGNESIO",01/12/1992,-
7702004,APARAS CALIBRADAS DE MAGNESIO,01/12/1992,-
7702005,PO E PARTICULAS DE MAGNESIO,01/12/1992,-
7702006,TUBOS (INCLUSIVE SEUS ESBOCOS) E BARRAS OCAS,01/12/1992,-
7702099,AS DEMAIS OUTRAS MANUFATURAS DE MAGNESIO,01/12/1992,-
7704001,BERILIO (GLUCINIO) EM BRUTO,01/12/1992,-
7704002,BERILIO (GLUCINIO) MANUFATURADO,01/12/1992,-
7704003,DESPERDICIOS E SUCATA DE BERILIO (GLUCINIO),01/12/1992,-
7801101,"CHUMBO EM BRUTO E SUAS LIGAS NAO REFINADO, E",01/12/1992,-
7801109,"OS DEMAIS CHUMBOS EM BRUTO E SUAS LIGAS, NAO",01/12/1992,-
7801111,"CHUMBO EM BRUTO REFINADO ELETROLITICO, EM LI",01/12/1992,-
7801119,"OS DEMAIS CHUMBOS EM BRUTO REFINADO, EXCETO",01/12/1992,-
7801121,"LIGAS DE CHUMBOS PARA TIPOS DE IMPRENSA, EM",01/12/1992,-
7801129,AS DEMAIS LIGAS DE CHUMBOS PARA TIPOS DE IMP,01/12/1992,-
7801131,OUTRAS LIGAS DE CHUMBO,01/12/1992,-
7801201,DESPERDICIOS E SUCATA DE CHUMBO,01/12/1992,-
7802101,BARRAS DE CHUMBO,01/12/1992,-
7802201,PERFILADOS DE CHUMBO,01/12/1992,-
7802301,"FIOS DE LIGAS DE CHUMBO, SEM REVESTIMENTO, P",01/12/1992,-
7802399,OS DEMAIS FIOS DE CHUMBO,01/12/1992,-
7803001,"PRANCHAS, FOLHAS E TIRAS, DE CHUMBO, DE PESO",01/12/1992,-
7804001,FOLHAS E TIRAS DE CHUMBO,01/12/1992,-
7804002,PO E PARTICULAS DE CHUMBO,01/12/1992,-
7805001,"TUBOS E BARRAS OCAS, DE CHUMBO",01/12/1992,-
7805002,"ACESSORIOS PARA TUBOS, DE CHUMBO",01/12/1992,-
7806001,JUNTAS DE CHUMBO,01/12/1992,-
7806002,RECIPIENTES DE CHUMBO,01/12/1992,-
7806099,AS DEMAIS OUTRAS MANUFATURAS DE CHUMBO,01/12/1992,-
7901101,"ZINCO SEM LIGA, CONTENDO EM PESO 99,99% OU M",01/12/1992,-
7901109,OS DEMAIS ZINCO SEM LIGA CONTENDO EM PESO 99,01/12/1992,-
7901111,"ZINCO SEM LIGA, CONTENDO EM PESO DE 99,95% I",01/12/1992,-
7901119,"OS DEMAIS ZINCO SEM LIGA, CONTENDO EM PESO",01/12/1992,-
7901121,"ZINCO SEM LIGA, CONTENDO EM PESO MENOS DE 99",01/12/1992,-
7901129,"OS DEMAIS ZINCO SEM LIGA, CONTENDO EM PESO M",01/12/1992,-
7901201,"LIGAS DE ZINCO EM LINGOTES, CONTENDO EM PESO",01/12/1992,-
7901299,AS DEMAIS LIGAS DE ZINCO,01/12/1992,-
7901301,DESPERDICIOS E SUCATA DE ZINCO,01/12/1992,-
7902101,BARRAS DE ZINCO,01/12/1992,-
7902102,"BARRAS DE ""ZAMAC""",01/12/1992,-
7902201,PERFILADOS DE ZINCO,01/12/1992,-
7902301,"FIOS DE ZINCO, CUJA SECAO TRANSVERSAL NAO EX",01/12/1992,-
7902302,"FIOS DE LIGAS DE ZINCO, SEM REVESTIMENTO PAR",01/12/1992,-
7902399,OS DEMAIS FIOS DE ZINCO,01/12/1992,-
7903101,PRANCHAS DE ZINCO,01/12/1992,-
7903199,"AS DEMAIS FOLHAS, TIRAS DE QUALQUER ESPESSUR",01/12/1992,-
7903901,PO DE ZINCO (INCLUSIVE O PO AZUL),01/12/1992,-
7903999,AS DEMAIS PARTICULAS DE ZINCO,01/12/1992,-
7904001,"TUBOS E BARRAS OCAS, DE ZINCO",01/12/1992,-
7904002,"ACESSORIOS PARA TUBOS (UNIOES, COTOVELOS, JU",01/12/1992,-
7906101,"GOTEIRAS, CALHAS, PEITORIL E OUTRAS MANUFATU",01/12/1992,-
7906901,JUNTAS DE ZINCO,01/12/1992,-
7906999,AS DEMAIS OUTRAS MANUFATURAS DE ZINCO,01/12/1992,-
8001101,"ESTANHO EM BRUTO, EM LINGOTES",01/12/1992,-
8001102,"LIGAS DE ESTANHO, EM LINGOTES",01/12/1992,-
8001199,OS DEMAIS ESTANHOS EM BRUTO E SUAS LIGAS,01/12/1992,-
8001201,DESPERDICIOS E SUCATA DE ESTANHO,01/12/1992,-
8002101,BARRAS DE ESTANHO,01/12/1992,-
8002201,PERFILADOS DE ESTANHO,01/12/1992,-
8002301,"FIOS DE LIGAS DE ESTANHO, SEM REVESTIMENTO,",01/12/1992,-
8002399,OS DEMAIS FIOS DE ESTANHO,01/12/1992,-
8003001,"CHAPAS, PRANCHAS, FOLHAS E TIRAS, DE METAL A",01/12/1992,-
8003099,"AS DEMAIS CHAPAS, PRANCHAS, FOLHAS E TIRAS,",01/12/1992,-
8004001,FOLHAS E TIRAS DE ESTANHO,01/12/1992,-
8004002,PO E PARTICULAS DE ESTANHO,01/12/1992,-
8005001,TUBOS E BARRAS OCAS DE ESTANHO,01/12/1992,-
8005002,"ACESSORIOS PARA TUBOS (UNIOES, COTOVELOS, JU",01/12/1992,-
8006001,JUNTAS DE ESTANHO,01/12/1992,-
8006099,AS DEMAIS OUTRAS MANUFATURAS DE ESTANHO,01/12/1992,-
8101101,"TUNGSTENIO (VOLFRAMIO), EM BRUTO",01/12/1992,-
8101102,DESPERDICIOS E SUCATA DE TUNGSTENIO (VOLFRAM,01/12/1992,-
8101201,"BARRAS, VARETAS E PERFILADOS, DE TUGSTENIO (",01/12/1992,-
8101202,"FILAMENTOS E FIOS, INCLUSIVE EM ESPIRAIS, DE",01/12/1992,-
8101203,"PLAQUETAS, FOLHAS E TIRAS, DE TUNGSTENIO (VO",01/12/1992,-
8101299,OS DEMAIS MANUFATURADOS DE TUNGSTENIO (VOLFR,01/12/1992,-
8102101,MOLIBDENIO EM BRUTO,01/12/1992,-
8102102,"DESPERDICIOS E SUCATA, DE MOLIBDENIO",01/12/1992,-
8102201,"BARRAS, VARETAS E PERFILADOS, DE MOLIBDENIO",01/12/1992,-
8102202,FILAMENTOS E FIOS DE MOLIBDENIO,01/12/1992,-
8102203,"PLAQUETAS, FOLHAS E TIRAS DE MOLIBDENIO",01/12/1992,-
8102299,OS DEMAIS MANUFATURADOS DE MOLIBDENIO,01/12/1992,-
8103101,TANTALO EM BRUTO,01/12/1992,-
8103102,DESPERDICIOS E SUCATA DE TANTALO,01/12/1992,-
8103201,"BARRAS, VARETAS E PERFILADOS DE TANTALO",01/12/1992,-
8103202,FILAMENTOS E FIOS DE TANTALO,01/12/1992,-
8103203,"PLAQUETAS, FOLHAS E TIRAS DE TANTALO",01/12/1992,-
8103299,OS DEMAIS MANUFATURADOS DE TANTALO,01/12/1992,-
8104101,URANIO ENFRAQUECIDO EM U235 EM BRUTO,01/12/1992,-
8104102,TORIO EM BRUTO,01/12/1992,-
8104103,MANUFATURAS DE URANIO ENFRAQUECIDO EM U235 E,01/12/1992,-
8104104,DESPERDICIOS E SUCATA DE URANIO ENFRAQUECIDO,01/12/1992,-
8104201,BISMUTO EM BRUTO,01/12/1992,-
8104202,CADMIO EM BRUTO,01/12/1992,-
8104203,MANUFATURAS DE BISMUTO,01/12/1992,-
8104204,MANUFATURAS DE CADMIO,01/12/1992,-
8104205,DESPERDICIOOS E SUCATA DE BISMUTO E CADMIO,01/12/1992,-
8104301,COBALTO EM BRUTO,01/12/1992,-
8104302,CROMO EM BRUTO,01/12/1992,-
8104303,MANUFATURAS DE COBALTO,01/12/1992,-
8104304,MANUFATURAS DE CROMO,01/12/1992,-
8104305,DESPERDICIOS E SUCATA DE COBALTO E CROMO,01/12/1992,-
8104401,MANGANES EM BRUTO,01/12/1992,-
8104402,ANTIMONIO EM BRUTO,01/12/1992,-
8104403,MANUFATURAS DE MANGANES,01/12/1992,-
8104404,MANUFATURAS DE ANTIMONIO,01/12/1992,-
8104405,DESPERDICIOS E SUCATA DE MANGANES E ANTIMONI,01/12/1992,-
8104501,VANADIO EM BRUTO,01/12/1992,-
8104502,ZIRCONIO EM BRUTO,01/12/1992,-
8104503,GALIO EM BRUTO,01/12/1992,-
8104504,GERMANIO EM BRUTO,01/12/1992,-
8104505,MANUFATURAS DE VANADIO,01/12/1992,-
8104506,MANUFATURAS DE ZIRCONIO,01/12/1992,-
8104507,MANUFATURAS DE GALIO,01/12/1992,-
8104508,MANUFATURAS DE GERMANIO,01/12/1992,-
8104509,"DESPERDICIOS E SUCATA DE VANADIO, ZIRCONIO,",01/12/1992,-
8104601,HAFNIO EM BRUTO,01/12/1992,-
8104602,INDIO EM BRUTO,01/12/1992,-
8104603,MANUFATURAS DE HAFNIO,01/12/1992,-
8104604,MANUFATURAS DE INDIO,01/12/1992,-
8104605,DESPERDICIOS E SUCATA DE HAFNIO E INDIO,01/12/1992,-
8104701,NIOBIO EM BRUTO,01/12/1992,-
8104702,RENIO EM BRUTO,01/12/1992,-
8104703,MANUFATURAS DE NIOBIO,01/12/1992,-
8104704,MANUFATURAS DE RENIO,01/12/1992,-
8104705,DESPERDICIOS E SUCATA DE NIOBIO E RENIO,01/12/1992,-
8104801,TITANIO EM BRUTO,01/12/1992,-
8104802,TALIO EM BRUTO,01/12/1992,-
8104803,MANUFATURAS DE TITANIO,01/12/1992,-
8104804,MANUFATURAS DE TALIO,01/12/1992,-
8104805,DESPERDICIOS E SUCATA DE TITANIO E TALIO,01/12/1992,-
8104901,"""CERMETS"" EM BRUTO",01/12/1992,-
8104902,"MANUFATURAS DE ""CERMETS""",01/12/1992,-
8104903,"DESPERDICIOS E SUCATA DE ""CERMETS""",01/12/1992,-
8201001,ENXADAS,01/12/1992,-
8201002,MACHADOS,01/12/1992,-
8201003,FOICES,01/12/1992,-
8201004,PAS,01/12/1992,-
8201005,ANCINHOS,01/12/1992,-
8201006,TESOURAS PARA PODAR,01/12/1992,-
8201099,"OS DEMAIS ENXADOES, PICARETAS, FORQUILHAS E",01/12/1992,-
8202101,"FOLHAS DE SERRAS DE FITAS, SEM FIM OU EM ROL",01/12/1992,-
8202102,"FOLHAS DE SERRAS DE FITAS RETAS, PARA ARCOS",01/12/1992,-
8202103,FOLHAS DE SERRAS FRESAS,01/12/1992,-
8202104,FOLHAS DE SERRAS CIRCULARES,01/12/1992,-
8202105,FOLHAS DE SERRAS DE CORRENTES,01/12/1992,-
8202106,FOLHAS DE SERRAS SEM DENTES PARA SERRAR PEDR,01/12/1992,-
8202199,AS DEMAIS FOLHAS DE SERRAS,01/12/1992,-
8202201,SERROTES,01/12/1992,-
8202299,AS DEMAIS SERRAS MANUAIS,01/12/1992,-
8202801,"ARCOS, TENSORES",01/12/1992,-
8202802,DENTES,01/12/1992,-
8202899,AS DEMAIS PARTES E PECAS SEPARADAS,01/12/1992,-
8203001,TESOURAS PARA METAIS,01/12/1992,-
8203002,CHAVES DE PORCA,01/12/1992,-
8203003,"ALICATES, TENAZES E PINCAS",01/12/1992,-
8203004,LIMAS E GROSAS,01/12/1992,-
8203005,VAZADORES,01/12/1992,-
8203006,"CORTA-TUBOS, CORTA-CAVILHAS",01/12/1992,-
8203007,"PINCAS PARA RELOJOARIA, PARA FILATELISTAS, P",01/12/1992,-
8203099,"AS DEMAIS FERRAMENTAS SEMELHANTES, MANUAIS",01/12/1992,-
8204001,ALMOTOLIAS,01/12/1992,-
8204002,CINZEIS,01/12/1992,-
8204003,TORNOS DE APERTAR,01/12/1992,-
8204004,LAMPADAS PARA SOLDAR,01/12/1992,-
8204005,FORJAS PORTATEIS,01/12/1992,-
8204006,REBOLOS MONTADOS,01/12/1992,-
8204007,CORTA-VIDROS COM DIAMETRO MONTADO,01/12/1992,-
8204008,MARTELOS,01/12/1992,-
8204009,CHAVES DE FENDA,01/12/1992,-
8204010,FERRAMENTAS ESPECIAIS PARA RELOJOEIRO,01/12/1992,-
8204011,"UTENSILIOS DE COZINHA (ABRE-LATAS, SACAROLHA",01/12/1992,-
8204099,"OS DEMAIS UTENSILIOS E FERRAMENTAS MANUAIS,",01/12/1992,-
8205001,PUNCOES,01/12/1992,-
8205002,"BROCAS, MECHAS E ESCARIADORES E OUTRAS FERRA",01/12/1992,-
8205003,DADOS PARA TARRAXA,01/12/1992,-
8205004,FRESAS,01/12/1992,-
8205005,FACAS,01/12/1992,-
8205006,FERRAMENTAS PARA SONDAR E PERFURAR (TREPANOS,01/12/1992,-
8205007,FIEIRAS,01/12/1992,-
8205099,AS DEMAIS FERRAMENTAS INTERMUTAVEIS PARA MAQ,01/12/1992,-
8206001,FACAS E LAMINAS CORTANTES PARA MAQUINAS INDU,01/12/1992,-
8206099,AS DEMAIS FACAS E LAMINAS CORTANTES PARA MAQ,01/12/1992,-
8207001,"LAMINAS, VARETAS, PONTAS E OBJETOS SEMELHANT",01/12/1992,-
8208001,MOINHOS DE PESO MAXIMO DE 10 KG,01/12/1992,-
8208099,"AS DEMAIS MAQUINAS DE MOER CARNE, PASSADORES",01/12/1992,-
8209001,CANIVETES,01/12/1992,-
8209002,PODOES E SEMELHANTES,01/12/1992,-
8209003,"FACAS PARA ACOUGUE, PARA SAPATEIRO E AS DEMA",01/12/1992,-
8209004,FACAS DE COZINHA E DE MESA,01/12/1992,-
8209005,LAMINAS CORTANTE OU SERRILHADA,01/12/1992,-
8209099,"AS DEMAIS FACAS COM LAMINAS CORTANTES, COM E",01/12/1992,-
8211101,NAVALHAS,01/12/1992,-
8211102,APARELHOS DE BARBEAR,01/12/1992,-
8211801,"ESBOCOS EM TIRAS, PARA FABRICACAO DE LAMINAS",01/12/1992,-
8211802,LAMINAS,01/12/1992,-
8211803,"PECAS SEPARADAS, INCLUSIVE DOS APARELHOS ELE",01/12/1992,-
8212001,TESOURAS DE TIPO CORRENTE,01/12/1992,-
8212002,"TESOURAS PARA ALFAIATE, CABELEREIROS, BARBEI",01/12/1992,-
8212003,LAMINAS,01/12/1992,-
8212099,AS DEMAIS TESOURAS E SUAS LAMINAS,01/12/1992,-
8213001,TESOURAS DE PODAR E SEMELHANTES,01/12/1992,-
8213002,MAQUINAS DE TOSQUIAR,01/12/1992,-
8213003,"RACHADORES, CUTELOS DE TALHO E DE COPA",01/12/1992,-
8213004,"ARTIGOS DE ESCRITORIO (FACA DE CORTAR PAPEL,",01/12/1992,-
8213005,"FERRAMENTAS DE MANICURO, PEDICURO E SEMELHAN",01/12/1992,-
8213099,OS DEMAIS OUTROS ARTIGOS DE CUTELARIA,01/12/1992,-
8214001,"COLHERES, CONCHAS PARA SOPA, GARFOS, PAS PAR",01/12/1992,-
8214099,"AS DEMAIS COLHERES, CONCHAS PARA SOPA, GARFO",01/12/1992,-
8215001,CABOS DE METAIS COMUNS PARA OS ARTIGOS  DAS,01/12/1992,-
8301101,FECHADURAS PARA VEICULOS,01/12/1992,-
8301102,FECHADURAS PARA CAIXA FORTE,01/12/1992,-
8301199,"AS DEMAIS FECHADURAS, DE METAIS COMUNS",01/12/1992,-
8301901,CADEADOS E SUAS PARTES OU PECAS,01/12/1992,-
8301902,CHAVES DE METAIS COMUNS,01/12/1992,-
8301999,OUTRAS CHAVES DE METAIS PARA ESTES ARTIGOS,01/12/1992,-
8302101,GUARNICOES E FERRAGENS PARA CARROCERIAS DE V,01/12/1992,-
8302901,BISAGRAS DE METAIS COMUNS,01/12/1992,-
8302999,"AS DEMAIS GUARNICOES, FERRAGENS E OUTROS ART",01/12/1992,-
8303001,"COFRES-FORTES, PORTAS E COMPARTIMENTOS BLIND",01/12/1992,-
8304001,"CLASSIFICADORES, FICHARIOS, CAIXAS PARA CLAS",01/12/1992,-
8305001,FERRAGENS PARA ENCADERNACAO DE FOLHAS SOLTAS,01/12/1992,-
8306001,ESTATUETAS E OUTROS OBJETOS DE ORNAMENTACAO,01/12/1992,-
8306099,"MOLDURAS METALICAS PARA FOTOGRAFIAS ,GRAVURA",01/12/1992,-
8307101,"LANTERNAS, A PETROLEO OU QUEROSENE, A PRESSA",01/12/1992,-
8307199,"OS DEMAIS APARELHOS DE ILUMINACAO,  LUSTRES",01/12/1992,-
8307801,"PARTES E PECAS DE APARELHOS DE ILUMINACAO ,",01/12/1992,-
8308001,"TUBOS FLEXIVEIS , DE METAIS COMUNS",01/12/1992,-
8309001,"FECHOS, FIVELAS, COLCHETES, COLCHETES DE PRE",01/12/1992,-
8309002,"CONTAS E LANTEJOULAS , DE METAIS COMUNS",01/12/1992,-
8311101,CAMPAINHAS DE METAIS COMUNS,01/12/1992,-
8311199,"OS DEMAIS SINOS , SINETAS , GUIZOS E SEMELHA",01/12/1992,-
8311801,"PARTES E PECAS DE SINOS, SINETAS, CAMPAINHAS",01/12/1992,-
8313001,"ROLAS METALICAS, ROLHAS FILETADAS, PROTETORE",01/12/1992,-
